id	char
1043	期
1044	朦
1045	木
1046	未
1047	末
1048	本
1049	术
1050	朵
1051	机
1052	杀
1053	杂
1054	权
1055	材
1056	束
1057	条
1058	来
1059	杨
1060	杭
1061	杯
1062	杰
1063	松
1064	板
1065	极
1066	构
1067	析
1068	枕
1069	林
1070	果
1071	枝
1072	枪
1073	枫
1074	枯
1075	架
1076	枷
1077	某
1078	染
1079	柔
1080	柜
1081	柳
1082	柴
1083	标
1084	栈
1085	栏
1086	树
1087	校
1088	样
1089	根
1090	格
1091	桃
1092	框
1093	案
1094	桌
1095	桐
1096	桑
1097	桥
1098	桶
1099	梅
1100	梗
1101	梦
1102	梧
1103	梨
1104	梭
1105	梯
1106	梳
1107	检
1108	棂
1109	棉
1110	棒
1111	棘
1112	楚
1113	楷
1114	楹
1115	楼
1116	概
1117	榜
1118	榻
1119	槐
1120	模
1121	横
1122	樵
1123	橱
1124	檀
1125	檐
1126	欠
1127	次
1128	欢
1129	欧
1130	欲
1131	欺
1132	款
1133	歇
1134	歌
1135	止
1136	正
1137	此
1138	步
1139	武
1140	歪
1141	死
1142	残
1143	段
1144	殿
1145	毁
1146	母
1147	每
1148	比
1149	毕
1150	毛
1151	毫
1152	民
1153	气
1154	氛
1155	氤
1156	水
1157	永
1158	求
1159	汇
1160	汗
1161	江
1162	池
1163	汤
1164	汪
1165	汰
1166	汲
1167	汹
1168	沁
1169	沉
1170	沌
1171	沏
1172	沙
1173	沟
1174	没
1175	沥
1176	沦
1177	沧
1178	沱
1179	河
1180	油
1181	沼
1182	沾
1183	沿
1184	泉
1185	泊
1186	泌
1187	泓
1188	法
1189	泛
1190	泡
1191	波
1192	泣
1193	泥
1194	注
1195	泪
1196	泳
1197	泻
1198	泼
1199	洋
1200	洒
1201	洗
1202	洛
1203	洞
1204	津
1205	洪
1206	洲
1207	活
1208	派
1209	流
1210	浅
1211	浆
1212	浓
1213	浣
1214	浪
1215	浮
1216	海
1217	浸
1218	涂
1219	消
1220	涌
1221	涓
1222	涟
1223	润
1224	涩
1225	涯
1226	涵
1227	涸
1228	淀
1229	淅
1230	淇
1231	淋
1232	淌
1233	淘
1234	淡
1235	淮
1236	深
1237	混
1238	添
1239	清
1240	渐
1241	渔
1242	渗
1243	渡
1244	温
1245	港
1246	渲
1247	游
1248	湖
1249	湮
1250	湿
1251	溢
1252	溪
1253	溶
1254	溺
1255	滂
1256	滋
1257	滑
1258	滚
1259	满
1260	滩
1261	滴
1262	漂
1263	漉
1264	演
1265	漠
1266	漪
1267	漫
1268	漾
1269	潇
1270	潜
1271	潮
1272	澜
1273	激
1274	濛
1275	火
1276	灭
1277	灯
1278	灰
1279	灵
1280	灸
1281	灾
1282	炎
1283	炬
1284	点
1285	炼
1286	炽
1287	烁
1288	烂
1289	烈
1290	烘
1291	烛
1292	烟
1293	烦
1294	烧
1295	烫
1296	热
1297	焙
1298	焦
1299	焰
1300	然
1301	煎
1302	照
1303	煽
1304	熄
1305	熙
1306	熟
1307	熬
1308	燃
1309	燕
1310	燥
1311	爆
1312	爬
