id	char
1447	樽
1448	機
1449	橡
1450	橱
1451	檬
1452	櫈
1453	欠
1454	次
1455	欢
1456	欣
1457	欧
1458	欲
1459	欺
1460	款
1461	歇
1462	歉
1463	歌
1464	歡
1465	止
1466	正
1467	此
1468	步
1469	武
1470	歧
1471	歪
1472	歹
1473	死
1474	殆
1475	殊
1476	残
1477	段
1478	殿
1479	毁
1480	毋
1481	母
1482	每
1483	毒
1484	比
1485	毕
1486	毛
1487	毫
1488	毯
1489	毽
1490	民
1491	气
1492	氛
1493	氣
1494	氧
1495	水
1496	永
1497	氾
1498	汁
1499	求
1500	汇
1501	汉
1502	汐
1503	汗
1504	江
1505	池
1506	污
1507	汤
1508	汰
1509	汹
1510	汽
1511	沉
1512	沒
1513	沖
1514	沙
1515	沛
1516	沟
1517	没
1518	沥
1519	沦
1520	沧
1521	沫
1522	沮
1523	河
1524	沸
1525	油
1526	治
1527	沼
1528	沾
1529	沿
1530	泄
1531	泊
1532	泌
1533	法
1534	泛
1535	泡
1536	波
1537	泣
1538	泥
1539	注
1540	泪
1541	泰
1542	泻
1543	泼
1544	洁
1545	洋
1546	洒
1547	洗
1548	洛
1549	洞
1550	洲
1551	活
1552	派
1553	流
1554	浅
1555	浆
1556	测
1557	济
1558	浏
1559	浑
1560	浓
1561	浪
1562	浮
1563	浴
1564	海
1565	浸
1566	涂
1567	涅
1568	消
1569	涉
1570	涌
1571	涛
1572	涡
1573	润
1574	涨
1575	涩
1576	涯
1577	液
1578	涵
1579	淀
1580	淋
1581	淌
1582	淑
1583	淘
1584	淡
1585	淮
1586	深
1587	混
1588	淹
1589	添
1590	清
1591	渐
1592	渗
1593	渡
1594	温
1595	港
1596	渲
1597	渴
1598	游
1599	渺
1600	湖
1601	湾
1602	湿
1603	溃
1604	溅
1605	溉
1606	源
1607	溢
1608	溶
1609	溺
1610	滋
1611	滑
1612	滔
1613	滚
1614	滞
1615	满
1616	滤
1617	滥
1618	滩
1619	滴
1620	滿
1621	漂
1622	漆
1623	漏
1624	演
1625	漠
1626	漫
1627	潇
1628	潜
1629	潮
1630	澈
1631	澡
1632	澳
1633	激
1634	灌
1635	火
1636	灭
1637	灯
1638	灰
1639	灵
1640	灶
1641	灾
1642	灿
1643	炉
1644	炎
1645	炒
1646	炖
1647	炜
1648	炫
1649	炭
1650	炮
1651	炸
1652	点
1653	炼
1654	烁
1655	烂
1656	烈
1657	烊
1658	烙
1659	烛
1660	烟
1661	烦
1662	烧
1663	烫
1664	烬
1665	热
1666	烽
1667	無
1668	焦
1669	然
1670	煎
1671	煞
1672	照
1673	煮
1674	煲
1675	煽
1676	熄
1677	熊
1678	熔
1679	熟
1680	熨
1681	熬
1682	燃
1683	燕
1684	燥
1685	燦
1686	爆
1687	爛
1688	爤
1689	爬
1690	爱
1691	爵
1692	父
1693	爷
1694	爸
1695	爽
1696	片
1697	版
1698	牌
1699	牙
1700	牛
1701	牠
1702	牡
1703	牢
1704	牧
1705	物
1706	牯
1707	牲
1708	牵
1709	特
1710	牺
1711	犬
1712	犯
1713	状
1714	犹
1715	狂
1716	狄
1717	狗
1718	狠
1719	独
1720	狭
1721	狮
1722	狼
1723	猎
1724	猛
1725	猜
1726	猫
1727	献
1728	猿
1729	玄
1730	率
1731	玉
1732	王
1733	玛
1734	玩
1735	玫
1736	环
1737	现
1738	玻
1739	珊
1740	珍
1741	班
1742	現
1743	球
1744	理
1745	琐
1746	琳
1747	琴
1748	瑟
1749	瑰
1750	璀
1751	璃
1752	璨
1753	瓜
1754	瓣
1755	瓦
1756	瓶
1757	甘
1758	甚
1759	甜
1760	生
1761	用
